,CalllogID,Category,Content,Line,MemberLine,Speaker,content.split,Intent,IntentScore,IntentScoreConfidence,ChatIDLineCount
312,368616,Member,请问昨天的反水什么时候能到 ,2,1,TB12tg123456,请问 昨天 的 反水 什么 时候 能 到 ,-,0.0,0.0,2
314,368617,Member,我遇到个奇葩问题 ,2,1,lzw1188,我 遇到 个 奇葩 问题 ,-,0.0,0.0,2
316,368618,Member,忘记密码怎么办 ,2,1,·,忘记密码 怎么办 ,account/password/忘记密码,20.99,1.0,2
318,368619,Visitor,收到短信说开户送体验金阿 ,2,1,不斤斤计较,收到 短信 说 开户 送 体验 金 阿 ,-,0.0,0.0,2
320,368620,Member,有生日礼金吗？ ,2,1,hwj111,有生 日 礼金 吗 ？ ,promotion/要求免费彩金,21.43,1.0,2
322,368621,Member,我用微信转了208到平安银行王成的卡上 ,4,2,TByy985985,我 用 微信 转 了 208 到 平安银行 王 成 的 卡 上 ,payment/deposit/wechat/微信转账存款,28.36,1.0,1
323,368622,Member,修改下手机号码 ,2,1,··,修改 下手 机 号码 ,-,0.0,0.0,2
325,368623,Member,积分在哪里看啊 ,2,1,zyzy007,积分 在 哪里 看 啊 ,bet/查询投注记录,20.27,1.0,2
327,368624,Member,不是说可以领生日礼金吗？ ,2,1,a5600310,不是 说 可以 领 生日 礼金 吗 ？ ,-,0.0,0.0,2
329,368625,Member,你好，我密码输错三次锁定了，麻烦帮我解一下 ,2,1,tbwh1200,你好 ， 我 密码 输 错 三次 锁定 了 ， 麻烦 帮 我 解 一下 ,-,0.0,0.0,2
331,368626,Member,今天我生日 有彩金吗 ,2,1,shiailin88,今天 我 生日 有 彩金 吗 ,promotion/要求免费彩金,37.95,2.0,2
333,368627,Member,为什么我手机验证了体验金领取不了啊  ,2,1,aw583116,为什么 我 手机验证 了 体验 金领 取 不了 啊 ,-,0.0,0.0,2
335,368628,Member,？？？ ,2,1,shiailin88,？ ？ ？ ,-,0.0,0.0,2
337,368629,Member,我dt老虎机里面12元是什么优惠 ,2,1,lh1972,我 dt 老虎机 里面 12 元 是 什么 优惠 ,promotion/优惠事宜,23.91,1.0,2
339,368630,Member,存款成功没到账 ,2,1,lxh8877,存款 成功 没 到 账 ,payment/deposit/为何存款尚未到账,36.89,2.0,1
340,368631,Member,存款成功没到账 ,2,1,lxh8877,存款 成功 没 到 账 ,payment/deposit/为何存款尚未到账,36.89,2.0,2
342,368632,Member,你好啊美女 ,2,1,xdba77,你好 啊 美女 ,-,0.0,0.0,1
343,368633,Visitor,f308566申请500送500卷 ,2,1,打过,f308566 申请 500 送 500 卷 ,-,0.0,0.0,2
345,368635,Member,你好啊美女  刚才存款已成功  未到账 ,3,1,xdba77,你好 啊 美女 刚才 存款 已成 功 未 到 账 ,-,0.0,0.0,2
347,368636,Member,体验金可以出款吗？ ,2,1,d,体验 金 可以 出款 吗 ？ ,-,0.0,0.0,2
349,368637,Member,我dt里面12元是什么优惠，怎么不能玩 ,2,1,lh1972,我 dt 里面 12 元 是 什么 优惠 ， 怎么 不能 玩 ,promotion/优惠事宜,20.11,1.0,2
351,368638,Member,申请1000送1000 ,2,1,LMH1335012,申请 1000 送 1000 ,promotion/38APP彩金,39.4,2.0,2
353,368639,Member,DT有没有客服端，，我里面有钱怎么能玩 ,2,1,lh1972,DT 有没有 客 服 端 ， ， 我 里面 有钱 怎么 能 玩 ,-,0.0,0.0,2
355,368640,Member,是 ,4,1,lh1972,是 ,-,0.0,0.0,1
356,368641,Member,怎么这个奖励我一次都没有派发给我啊？ ,2,1,hyc1979,怎么 这个 奖励 我 一次 都 没有 派发 给 我 啊 ？ ,-,0.0,0.0,2
358,368642,Member,刚截的 ,2,1,lh1972,刚 截 的 ,-,0.0,0.0,2
360,368643,Member,申请1000送1000 ,2,1,LMH1335012,申请 1000 送 1000 ,promotion/38APP彩金,39.4,2.0,2
362,368645,Member,恩 ,5,2,wang1360q,恩 ,-,0.0,0.0,1
363,368646,Member,我可以提款了吗？ ,2,1,b,我 可以 提款 了 吗 ？ ,payment/withdrawal/提款前注意事项,54.42,3.0,2
365,368647,Member,我的钱为什么提不了 ,3,1,wf8905,我 的 钱 为什么 提 不了 ,payment/withdrawal/无法提交提款申请,22.51,1.0,2
367,368648,Member,我的提款是否成功 ,2,1,b,我 的 提款 是否 成功 ,payment/withdrawal/为何提款不到账,23.88,1.0,2
369,368649,Member,送个红包优惠券嘛 ,2,1,caoli7679,送 个 红包 优惠 券 嘛 ,promotion/38APP彩金,21.69,1.0,2
371,368650,Member,我要申请500送500 ,3,2,lix789,我 要 申请 500 送 500 ,promotion/38APP彩金,37.44,2.0,1
372,368651,Member,我以前有个通宝号我把账号和密码忘了 ,4,2,tb0709,我 以前 有 个 通宝 号 我 把 账号 和 密码 忘 了 ,account/password/忘记密码,22.92,1.0,1
373,368652,Member,是 ,2,1,huang2707,是 ,-,0.0,0.0,2
375,368653,Member,自助晋级怎么没了 ,4,2,jiashuo158,自助 晋级 怎么 没 了 ,-,0.0,0.0,1
376,368654,Member,申请生日礼金  ,2,1,m8s3s3,申请 生日 礼金 ,promotion/38APP彩金,23.79,1.0,2
378,368655,Member,申请500优惠卷 ,2,1,wadf777,申请 500 优惠 卷 ,-,0.0,0.0,2
380,368657,Member,申请500送500 ,2,1,q6gqtfqn,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
382,368658,Member,自组申请的村送优惠有限制什么游戏不能玩吗 ,2,1,eee,自 组 申请 的 村 送 优惠 有限 制 什么 游戏 不能 玩 吗 ,-,0.0,0.0,2
384,368659,Member,申请500送500 ,2,1,nmchkd234,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
386,368660,Member,支付宝限额了，用微信转账可以么 ,2,1,TB12tg123456,支付宝 限额 了 ， 用 微信 转账 可以 么 ,payment/deposit/wechat/微信转账存款,34.98,1.0,2
388,368661,Member,申请500送500 ,2,1,l6enpu8,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
390,368662,Visitor,你好，今天我生日不是有送吗， ,2,1,詹传付,你好 ， 今天 我 生日 不是 有 送 吗 ， ,promotion/要求免费彩金,27.5,1.0,2
392,368664,Member,你好亲  微信转账已成功  我这边未到账 ,2,1,xdba77,你好 亲 微信 转账 已成 功 我 这边 未 到 账 ,payment/deposit/wechat/微信转账存款,20.0,1.0,2
394,368665,Member,申请500送500 ,2,1,q4y6p1s3t,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
396,368666,Visitor,aavip188  申请存500送250 ,2,1,打过,aavip188 申请 存 500 送 250 ,promotion/38APP彩金,31.96,1.0,2
398,368668,Member,申请500送500 ,2,1,xucun8,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
400,368669,Member,你们京东扫码假的唆 ,2,1,joker911,你们 京东 扫 码 假 的 唆 ,payment/deposit/jingdong/无法进行京东支付存款,38.25,2.0,2
402,368670,Member,稍等，我给你截图，我微信转账 ,2,1,TB12tg123456,稍 等 ， 我 给 你 截图 ， 我 微信 转账 ,payment/deposit/wechat/微信转账存款,43.19,2.0,2
404,368671,Member,申请500送500 ,2,1,haonan33,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
406,368672,Member,你好你们这个软件什么叫合作伙伴 ,2,1,zzj123321,你好 你们 这个 软件 什么 叫 合作 伙伴 ,-,0.0,0.0,2
408,368673,Member,申请500送500 ,2,1,sheng667,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
410,368674,Member,我账号被锁定了怎么 ,2,1,eason1717,我 账号 被 锁定 了 怎么 ,account/用户名或密码无效？超过尝试限制,48.02,2.0,2
412,368675,Member,申请500送500 ,2,1,guoqiang77,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
414,368676,Member,稍等，我截图给你，我微信转账 ,2,1,TB12tg123456,稍 等 ， 我 截图 给 你 ， 我 微信 转账 ,payment/deposit/wechat/微信转账存款,43.19,2.0,2
416,368677,Member,今天是我生日。没有生日礼金吗 ,2,1,tbymm719,今天 是 我 生日 。 没有 生日 礼金 吗 ,-,0.0,0.0,2
418,368678,Member,申请500送500 ,2,1,liuyang45,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
420,368679,Member,收到短信，注册送免费体验金 ？ ,2,1,dfg,收到 短信 ， 注册 送 免费 体验 金 ？ ,promotion/注册彩金,23.42,1.0,2
422,368680,Member,申请500送500 ,2,1,yunlong3,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
424,368681,Member,你好我打不开游戏了 ,2,1,haiqing444,你好 我 打 不 开 游戏 了 ,portal/无法登入,28.12,1.0,2
426,368682,Member,申请500送500 ,2,1,xudong887,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
428,368683,Member,你好可以微信存款吗 ,2,1,hy023119,你好 可以 微信 存款 吗 ,payment/deposit/wechat/微信转账存款,76.92,5.0,2
430,368684,Member,我存款好久没到帐 ,2,1,guoxu666,我 存款 好久 没 到 帐 ,payment/deposit/为何存款尚未到账,21.24,1.0,2
432,368685,Member,我用微信转账200，到王成平安银行卡上 访客传送了一个文件：超级截屏_20180701_100912.png ,5,2,TByy985985,我 用 微信 转账 200 ， 到 王 成 平安银行 卡 上 访客 传送 了 一个 文件 ： 超级 截 屏 _20180701_100912 . png ,payment/deposit/wechat/微信转账存款,21.3,1.0,1
433,368686,Member,申请500送500 ,2,1,shuyue889,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
435,368687,Visitor,a5776405  申请 存1000送500 ,2,1,打过,a5776405 申请 存 1000 送 500 ,promotion/38APP彩金,31.96,1.0,2
437,368688,Member,. ,2,1,tbhzy1234,. ,-,0.0,0.0,2
439,368689,Visitor,投注多少晋级 ,2,1,无,投注 多少 晋级 ,bet/一般投注额限制,41.89,2.0,2
441,368690,Member,收到邮件领取188彩金 ,2,1,n n,收到 邮件 领取 188 彩金 ,account/email/没有收到乐天堂发出的邮件,29.11,1.0,2
443,368691,Member,。 ,2,1,tbhzy1234,。 ,-,0.0,0.0,2
445,368692,Member,账户被你们锁了，这几天输了好几千了，你们不能这么做 ,2,1,zi152300,账户 被 你们 锁 了 ， 这 几天 输 了 好几千 了 ， 你们 不能 这么 做 ,-,0.0,0.0,2
447,368693,Member,申请500送500 ,2,1,kaixuan33,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
449,368694,Member,给我申请一下500送250的那个优惠券 ,2,1,11hhjjhh,给 我 申请 一下 500 送 250 的 那个 优惠 券 ,promotion/38APP彩金,37.9,2.0,2
451,368695,Visitor,更改绑定手机号 ,2,1,阿,更改 绑定 手机号 ,account/phone/如何更换电话号码？,24.46,1.0,2
453,368696,Member,体验金在哪里领 ,2,1,as199058,体验 金 在 哪里 领 ,promotion/注册彩金,23.2,1.0,2
455,368697,Member,不好意思， ,2,1,zi152300,不好意思 ， ,-,0.0,0.0,2
457,368698,Member,亲，我有张优惠券忘了兑换怎么办呢 ,2,1,zouwanli22,亲 ， 我 有 张 优惠 券 忘 了 兑换 怎么办 呢 ,-,0.0,0.0,1
458,368699,Member,请问我游戏注册名字更改成功了没有 ,2,1,tbwxmgxfc,请问 我 游戏 注册 名字 更改 成功 了 没有 ,-,0.0,0.0,1
459,368701,Member,pt积分优惠怎么查询自己的积分 ,2,1,TB12tg123456,pt 积分 优惠 怎么 查询 自己 的 积分 ,promotion/优惠事宜,20.52,1.0,2
461,368702,Member,app晒图的18什么时候发  ,2,1,zzzz6521,app 晒 图 的 18 什么 时候 发 ,-,0.0,0.0,2
463,368703,Member,"我提款每到张,现在帐户里也没有,怎么回事  ",2,1,8458688z,"我 提款 每 到 张 , 现在 帐户 里 也 没有 , 怎么 回事 ",-,0.0,0.0,2
465,368704,Member,刚才掉线了 ,2,1,tbwxmgxfc,刚才 掉 线 了 ,-,0.0,0.0,2
467,368706,Member,给我申请一下1000送1000的存送券，还有500送500 和1000送500 ,2,1,yhlstp88,给 我 申请 一下 1000 送 1000 的 存 送 券 ， 还有 500 送 500 和 1000 送 500 ,promotion/38APP彩金,27.15,1.0,2
469,368707,Member,你好，收到短信怎么领取彩金 ,2,1,hg,你好 ， 收到 短信 怎么 领取 彩金 ,promotion/38APP彩金,22.84,1.0,2
471,368708,Member,足球大小盘0.75 我买大  1:0是不是就赢了 ,2,1,tbhzy1234,足球 大小 盘 0 . 75 我 买 大 1:0 是不是 就 赢 了 ,-,0.0,0.0,2
473,368709,Member,申请500送500 ,2,1,yang354,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
475,368710,Member,你好好久不上把密码忘了 ,2,1,ll778899,你好 好久 不 上 把 密码 忘 了 ,account/password/忘记密码,29.94,1.0,2
477,368711,Member,怎么还是密码错误 ,2,1,zi152300,怎么 还是 密码 错误 ,account/password/忘记密码,28.75,1.0,2
479,368712,Member,app客户端下载 ,2,1,yan926226,app 客户端 下载 ,portal/app/乐天堂手机版APP下载步骤,60.79,4.0,2
481,368713,Member,申请500送500 ,2,1,yang354,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
483,368714,Member,优惠活动怎么没有送我彩金呢？ ,2,1,s080918s,优惠 活动 怎么 没有 送 我 彩金 呢 ？ ,promotion/优惠事宜,42.41,2.0,2
485,368715,Member,操，你们怎么搞的，前天提款到现在还是失败 ,2,1,tbwxmgxfc,操 ， 你们 怎么 搞 的 ， 前天 提款 到 现在 还是 失败 ,-,0.0,0.0,2
487,368717,Member,申请500送500 ,2,1,bzr90inyk,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
489,368718,Member,pt客户端下载链接给我下 ,2,1,yan926226,pt 客户端 下载 链接 给 我 下 ,portal/app/乐天堂PT APP 桌面/安卓下载版,48.75,2.0,2
491,368719,Member,申请新运彩金 ,2,1,wlc8899,申请 新 运 彩金 ,promotion/38APP彩金,38.5,2.0,2
493,368720,Member,不是说注册就可以送体验金吗 ,2,1,ln110999,不是 说 注册 就 可以 送 体验 金 吗 ,promotion/注册彩金,29.39,1.0,2
495,368721,Visitor,a5776405申请 存1000送500 ,2,1,打过,a5776405 申请 存 1000 送 500 ,promotion/38APP彩金,31.96,1.0,2
497,368722,Member,你好，我提款1011，为何显示我失败的。 ,2,1,guaji998,你好 ， 我 提款 1011 ， 为何 显示 我 失败 的 。 ,-,0.0,0.0,2
499,368723,Member,GC0929密码锁了，帮我开下 ,2,1,GC0929,gc0929 密码 锁 了 ， 帮 我 开 下 ,account/password/忘记密码,21.77,1.0,2
501,368724,Member,你好，你们最新网址是什么  ,2,1,xuka001,你好 ， 你们 最新 网址 是 什么 ,portal/乐天堂电脑版网址,44.58,2.0,2
503,368725,Member,夏日炎炎每天可以申请么 ,2,1,shilin668,夏日 炎炎 每天 可以 申请 么 ,-,0.0,0.0,2
505,368726,Member,会员 ljd5977 申请app彩金 ,2,1,ljd5977,会员 ljd5977 申请 app 彩金 ,promotion/38APP彩金,34.24,1.0,2
507,368728,Member,tbadynss999申请生日礼包 ,2,1,sdynss,tbadynss999 申请 生日 礼 包 ,promotion/sportsbook/首存礼包,40.67,2.0,2
509,368729,Member,我取款怎么还没到 ,3,2,21321,我 提款 怎么 还 没 到 ,payment/withdrawal/为何提款不到账,58.1,3.0,1
510,368730,Visitor,3303555申请 存1000送1000 ,2,1,都是,3303555 申请 存 1000 送 1000 ,promotion/38APP彩金,31.96,1.0,2
512,368731,Member,申请500送500 ,2,1,qian16788,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
514,368735,Member,刚才存了100没到账 ,2,1,ip33999,刚才 存 了 100 没 到 账 ,payment/deposit/为何存款尚未到账,36.59,2.0,2
516,368738,Member,我存90块钱为什么不到账 ,2,1,tbl45640926,我 存 90 块钱 为什么 不到 账 ,-,0.0,0.0,2
518,368740,Member,我存了款为什么没到账 ,2,1,TB cj831014,我 存 了 款 为什么 没 到 账 ,payment/没有到账,30.17,1.0,2
520,368741,Member,以前通宝注册的老会员，现在还能使用吗？ ,2,1,H,以前 通宝 注册 的 老 会员 ， 现在 还 能 使用 吗 ？ ,-,0.0,0.0,2
522,368742,Member,我开始11:26分的在线存款没有到 ,3,2,wxyth111,我 开始 11:26 分 的 在线存款 没有 到 ,payment/deposit/online/无法进行在线存款,22.8,1.0,1
523,368743,Member,手机客户端怎么一直登陆不进去啊 ,2,1,g x l 901115,手机 客户端 怎么 一直 登陆 不 进去 啊 ,-,0.0,0.0,2
525,368745,Member,刚刚在线存款存了两次五百。都没到账、 ,2,1,bal520,刚刚 在线存款 存 了 两次 五百 。 都 没 到 账 、 ,payment/deposit/online/无法进行在线存款,26.75,1.0,2
527,368749,Member,我的村款怎么还不到 ,2,1,8458688z,我 的 村 款 怎么 还 不到 ,-,0.0,0.0,2
529,368750,Member,我刚才存了130怎么不到账 ,2,1,yuhuan1992,我 刚才 存 了 130 怎么 不到 账 ,payment/deposit/为何存款尚未到账,25.91,1.0,2
531,368751,Member,我11.17分在电脑上充了200的费怎么没转到帐号上去 ,2,1,yy8851641,我 11 . 17 分 在 电脑 上 充 了 200 的 费 怎么 没 转 到 帐号 上去 ,-,0.0,0.0,2
533,368752,Member,我充值扣款了，怎么没有到账 ,2,1,sj342425,我 充值 扣款 了 ， 怎么 没有 到 账 ,-,0.0,0.0,2
535,368753,Member,我存款75元咋还不到帐？ ,2,1,tbmy292421,我 存款 75 元 咋 还 不到 帐 ？ ,-,0.0,0.0,2
537,368754,Member,怎么存进账号，账号没钱？ ,2,1,wei52067,怎么 存 进账 号 ， 账号 没 钱 ？ ,-,0.0,0.0,2
539,368755,Visitor,怎么我的提款取消了？ ,2,1,搞的鬼,怎么 我 的 提款 取消 了 ？ ,payment/withdrawal/取消提款申请,79.67,5.0,2
541,368756,Member,申请500送500 ,2,1,lili7898,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
543,368760,Member,你好！请帮我查询一下刚刚有笔存款没到 ,2,1,guang1215,你好 ！ 请 帮 我 查询 一下 刚刚 有 笔 存款 没 到 ,-,0.0,0.0,2
545,368761,Member,你好我存款120怎么没有到账啊 ,2,1,tbliutao8986,你好 我 存款 120 怎么 没有 到 账 啊 ,payment/deposit/为何存款尚未到账,43.53,2.0,2
547,368763,Member,11点37分存款100。一直没到账? ,2,1,kam270,11 点 37 分 存款 100。 一直 没 到 账 ? ,payment/deposit/为何存款尚未到账,24.26,1.0,2
549,368765,Member,我存的钱130怎么不到账呢 ,2,1,yuhuan1992,我 存 的 钱 130 怎么 不到 账 呢 ,payment/没有到账,29.94,1.0,2
551,368766,Member,刚刚通过无盾在线存款存了两次500，都没到账  ,2,1,bal520,刚刚 通过 无 盾 在线存款 存 了 两次 500 ， 都 没 到 账 ,-,0.0,0.0,2
553,368768,Member,帮我申请一下存送券优惠 ,2,1,wangjy1989,帮 我 申请 一下 存 送 券 优惠 ,promotion/38APP彩金,39.66,2.0,2
555,368770,Member,怎么还没到账 ,2,1,da201307,怎么 还 没 到 账 ,payment/没有到账,87.11,5.0,1
556,368772,Member,存款没到账 ,2,1,ip33999,存款 没 到 账 ,payment/deposit/为何存款尚未到账,57.65,3.0,2
558,368773,Member,申请500送500 ,2,1,ming6669,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
560,368774,Member,客服说等十来分钟，这么久了我的存款怎么还没到帐！ ,2,1,tbmy292421,客 服 说 等 十 来 分钟 ， 这么 久 了 我 的 存款 怎么 还 没 到 帐 ！ ,payment/deposit/为何存款尚未到账,24.53,1.0,2
562,368777,Member,我的存款怎么还不到????????????? ,2,1,8458688z,我 的 存款 怎么 还 不到 ? ? ? ? ? ? ? ? ? ? ? ? ? ,payment/deposit/为何存款尚未到账,67.89,4.0,2
564,368779,Member,那两笔存款查到了吗？ ,2,1,bal520,那 两笔 存款 查 到 了 吗 ？ ,-,0.0,0.0,2
566,368781,Member,我存的款没到账 ,2,1,wt1982,我 存 的 款 没 到 账 ,payment/没有到账,31.64,1.0,2
568,368782,Member,我存的钱还不到账 ,2,1,yuhuan1992,我 存 的 钱 还 不到 账 ,payment/没有到账,46.14,2.0,2
570,368783,Member,我充值二笔一直没有到账都很长时间了 ,2,1,sj342425,我 充值 二 笔 一直 没有 到 账 都 很 长时间 了 ,-,0.0,0.0,2
572,368785,Member,你好，我刚才存款120怎么还不到账 ,2,1,tbliutao8986,你好 ， 我 刚才 存款 120 怎么 还 不到 账 ,payment/deposit/为何存款尚未到账,43.74,2.0,2
574,368786,Member,申请500送500 ,2,1,zuzw116,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
576,368788,Member,【中国农业银行】您尾号9877账户07月01日11:21向满盈昌电子科技完成消费交易人民币-100.00，余额150.52。 ,2,1,ip33999,【 中国农业银行 】 您 尾 号 9877 账户 07 月 01 日 11:21 向 满 盈 昌 电子 科技 完成 消费 交易 人民币 -100 . 00 ， 余额 150 . 52。 ,-,0.0,0.0,2
578,368795,Visitor,账号 cba389 申请存1000送1000优惠卷 ,2,1,搞的鬼刚刚,账号 cba389 申请 存 1000 送 1000 优惠 卷 ,-,0.0,0.0,2
